step      t          T         xB         xC         yC         xG         yG       F_xB       F_xC       F_yC      E_pot      E_cin      E_tot
 510 0.2550 156.94485695 1.31419340 0.61463706 1.15311463 0.64294349 0.38437154 8.21339571 12.25891966 7.94749402 0.42671692 0.46782219 0.89453911
 511 0.2555 163.96040657 1.31551771 0.61419363 1.15564584 0.64323712 0.38521528 6.45870596 12.63038450 5.30393845 0.40574828 0.48873419 0.89448247
 512 0.2560 168.51016167 1.31689822 0.61386009 1.15822321 0.64358610 0.38607440 4.66675357 12.98231841 2.60266101 0.39215067 0.50229613 0.89444680
 513 0.2565 170.40436187 1.31831932 0.61363951 1.16082322 0.64398628 0.38694107 2.85644300 13.31076104 -0.13086019 0.38649115 0.50794237 0.89443352
 514 0.2570 169.57276435 1.31976528 0.61353473 1.16342209 0.64443334 0.38780736 1.04685267 13.61166882 -2.87078680 0.38897961 0.50546354 0.89444315
 515 0.2575 166.06736662 1.32122035 0.61354837 1.16599598 0.64492291 0.38866533 -0.74296811 13.88096791 -5.59117202 0.39946064 0.49501463 0.89447527
 516 0.2580 160.06019035 1.32266895 0.61368279 1.16852123 0.64545058 0.38950708 -2.49420295 14.11461120 -8.26621548 0.41742015 0.47710840 0.89452855
 517 0.2585 151.83620704 1.32409585 0.61394001 1.17097455 0.64601195 0.39032485 -4.18847067 14.30863834 -10.87051856 0.44200653 0.45259430 0.89460083
 518 0.2590 141.78168188 1.32548631 0.61432172 1.17333331 0.64660268 0.39111110 -5.80802369 14.45923776 -13.37933725 0.47206542 0.42262371 0.89468913
 519 0.2595 130.36839856 1.32682624 0.61482923 1.17557565 0.64721849 0.39185855 -7.33594007 14.56280932 -15.76882996 0.50618692 0.38860292 0.89478984
 520 0.2600 118.13439497 1.32810234 0.61546344 1.17768080 0.64785526 0.39256027 -8.75630686 14.61602632 -18.01629720 0.54276313 0.35213573 0.89489886
 521 0.2605 105.66198271 1.32930226 0.61622481 1.17962921 0.64850902 0.39320974 -10.05439262 14.61589545 -20.10041073 0.58005383 0.31495789 0.89501171
 522 0.2610 93.55393440 1.33041470 0.61711335 1.18140273 0.64917602 0.39380091 -11.21680680 14.55981330 -22.00142918 0.61625763 0.27886614 0.89512378
 523 0.2615 82.40879801 1.33142955 0.61812857 1.18298483 0.64985271 0.39432828 -12.23164413 14.44561810 -23.70139790 0.64958580 0.24564465 0.89523045
 524 0.2620 72.79633356 1.33233799 0.61926946 1.18436072 0.65053582 0.39478691 -13.08861226 14.27163529 -25.18433051 0.67833558 0.21699176 0.89532733
 525 0.2625 65.23406176 1.33313254 0.62053453 1.18551750 0.65122236 0.39517250 -13.77914084 14.03671598 -26.43637004 0.70096034 0.19445009 0.89541043
 526 0.2630 60.16586885 1.33380722 0.62192172 1.18644427 0.65190965 0.39548142 -14.29647109 13.74026715 -27.44592788 0.71613348 0.17934279 0.89547627
 527 0.2635 57.94352652 1.33435751 0.62342845 1.18713226 0.65259532 0.39571075 -14.63572441 13.38227272 -28.20379865 0.72280367 0.17271842 0.89552209
 528 0.2640 58.81186581 1.33478046 0.62505162 1.18757486 0.65327736 0.39585829 -14.79394948 12.96330516 -28.70324984 0.72023913 0.17530677 0.89554591
 529 0.2645 62.89819367 1.33507470 0.62678757 1.18776773 0.65395409 0.39592258 -14.77014732 12.48452689 -28.94008520 0.70805929 0.18748732 0.89554662
 530 0.2650 70.20636663 1.33524044 0.62863214 1.18770881 0.65462419 0.39590294 -14.56527403 11.94768173 -28.91268095 0.68625246 0.20927157 0.89552403
 531 0.2655 80.61574615 1.33527945 0.63058066 1.18739835 0.65528670 0.39579945 -14.18222148 11.35507627 -28.62199469 0.65517898 0.24029991 0.89547889
 532 0.2660 93.88506158 1.33519507 0.63262797 1.18683886 0.65594101 0.39561295 -13.62577624 10.70955162 -28.07154682 0.61555964 0.27985317 0.89541281
 533 0.2665 109.66100887 1.33499214 0.63476846 1.18603513 0.65658687 0.39534504 -12.90255751 10.01444618 -27.26737485 0.56845001 0.32687821 0.89532822
 534 0.2670 127.49122338 1.33467696 0.63699608 1.18499418 0.65722435 0.39499806 -12.02093512 9.27355032 -26.21796129 0.51520167 0.38002662 0.89522829
 535 0.2675 146.84109243 1.33425719 0.63930438 1.18372511 0.65785386 0.39457504 -10.99092874 8.49105390 -24.93413594 0.45741193 0.43770483 0.89511676
 536 0.2680 167.11372335 1.33374179 0.64168656 1.18223911 0.65847612 0.39407970 -9.82408987 7.67148797 -23.42895411 0.39686420 0.49813361 0.89499782
 537 0.2685 187.67226295 1.33314092 0.64413548 1.18054927 0.65909214 0.39351642 -8.53336837 6.81966198 -21.71755216 0.33546128 0.55941464 0.89487591
 538 0.2690 207.86367789 1.33246581 0.64664374 1.17867048 0.65970318 0.39289016 -7.13296528 5.94059794 -19.81698230 0.27515428 0.61960133 0.89475561
 539 0.2695 227.04305680 1.33172864 0.64920368 1.17661928 0.66031077 0.39220643 -5.63817415 5.03946313 -17.74602872 0.21787002 0.67677134 0.89464136
 540 0.2700 244.59748397 1.33094241 0.65180747 1.17441368 0.66091663 0.39147123 -4.06521286 4.12150283 -15.52500741 0.16543971 0.72909768 0.89453739
 541 0.2705 259.96856260 1.33012082 0.65444711 1.17207300 0.66152264 0.39069100 -2.43104827 3.19197464 -13.17555196 0.11953160 0.77491589 0.89444749
 542 0.2710 272.67272945 1.32927807 0.65711453 1.16961769 0.66213087 0.38987256 -0.75321585 2.25608575 -10.72038823 0.08159035 0.81278455 0.89437490
 543 0.2715 282.31859991 1.32842878 0.65980157 1.16706912 0.66274345 0.38902304 0.95036339 1.31893462 -8.18310021 0.05278515 0.84153702 0.89432217
 544 0.2720 288.62070852 1.32758775 0.66250009 1.16444934 0.66336261 0.38814978 2.66156657 0.38545809 -5.58789013 0.03396871 0.86032238 0.89429110
 545 0.2725 291.40915794 1.32676987 0.66520197 1.16178095 0.66399061 0.38726032 4.36225107 -0.53961509 -2.95933535 0.02564844 0.86863421 0.89428265
 546 0.2730 290.63485463 1.32598995 0.66789914 1.15908681 0.66462970 0.38636227 6.03443319 -1.45180348 -0.32214483 0.02797077 0.86632616 0.89429693
 547 0.2735 286.37018340 1.32526253 0.67058369 1.15638987 0.66528208 0.38546329 7.66046146 -2.34690448 2.29908226 0.04071920 0.85361400 0.89433320
 548 0.2740 278.80514975 1.32460176 0.67324782 1.15371293 0.66594986 0.38457098 9.22318308 -3.22101797 4.88009325 0.06332581 0.83106411 0.89438991
 549 0.2745 268.23919077 1.32402124 0.67588393 1.15107846 0.66663505 0.38369282 10.70610189 -4.07056201 7.39721163 0.09489576 0.79956903 0.89446478
 550 0.2750 255.06901639 1.32353386 0.67848461 1.14850833 0.66733949 0.38283611 12.09352680 -4.89228085 9.82755745 0.13424358 0.76031129 0.89455487
 551 0.2755 239.77298654 1.32315170 0.68104274 1.14602372 0.66806481 0.38200791 13.37070960 -5.68324591 12.14925655 0.17993993 0.71471679 0.89465672
 552 0.2760 222.89265201 1.32288587 0.68355142 1.14364480 0.66881243 0.38121493 14.52397135 -6.44085031 14.34163671 0.23036668 0.66439979 0.89476646
 553 0.2765 205.01218267 1.32274640 0.68600406 1.14139066 0.66958349 0.38046355 15.54081676 -7.16279796 16.38540931 0.28377843 0.61110157 0.89488001
 554 0.2770 186.73647443 1.32274215 0.68839438 1.13927909 0.67037884 0.37975970 16.41003622 -7.84708824 18.26283500 0.33836794 0.55662523 0.89499317
 555 0.2775 168.66876306 1.32288066 0.69071643 1.13732640 0.67119903 0.37910880 17.12179522 -8.49199750 19.95787249 0.39233293 0.50276889 0.89510181
 556 0.2780 151.38857944 1.32316815 0.69296460 1.13554736 0.67204425 0.37851579 17.66771107 -9.09605856 21.45630934 0.44394204 0.45126001 0.89520205
 557 0.2785 135.43085631 1.32360935 0.69513362 1.13395499 0.67291432 0.37798500 18.04091704 -9.65803937 22.74587434 0.49159720 0.40369313 0.89529033
 558 0.2790 121.26694412 1.32420751 0.69721862 1.13256052 0.67380871 0.37752017 18.23611395 -10.17692226 23.81633077 0.53389033 0.36147325 0.89536358
 559 0.2795 109.28821412 1.32496433 0.69921508 1.13137326 0.67472647 0.37712442 18.24960953 -10.65188450 24.65955044 0.56965238 0.32576698 0.89541936
 560 0.2800 99.79282553 1.32587993 0.70111886 1.13040055 0.67566626 0.37680018 18.07934563 -11.08228143 25.26956830 0.59799280 0.29746307 0.89545587
 561 0.2805 92.97611264 1.32695283 0.70292622 1.12964769 0.67662635 0.37654923 17.72491364 -11.46763273 25.64261757 0.61832828 0.27714377 0.89547205
 562 0.2810 88.92491250 1.32817994 0.70463381 1.12911793 0.67760458 0.37637264 17.18755814 -11.80761254 25.77714572 0.63039970 0.26506793 0.89546762
 563 0.2815 87.61600951 1.32955658 0.70623866 1.12881244 0.67859842 0.37627081 16.47016913 -12.10204353 25.67381136 0.63427674 0.26116634 0.89544308
 564 0.2820 88.91872329 1.33107653 0.70773823 1.12873033 0.67960492 0.37624344 15.57726279 -12.35089527 25.33546246 0.63035019 0.26504948 0.89539967
 565 0.2825 92.60151736 1.33273200 0.70913034 1.12886864 0.68062078 0.37628955 14.51495089 -12.55428657 24.76709634 0.61931215 0.27602717 0.89533932
 566 0.2830 98.34236205 1.33451376 0.71041322 1.12922243 0.68164233 0.37640748 13.29089888 -12.71249146 23.97580189 0.60212510 0.29313952 0.89526461
 567 0.2835 105.74245138 1.33641115 0.71158550 1.12978482 0.68266555 0.37659494 11.91427255 -12.82594833 22.97068468 0.57998089 0.31519775 0.89517864
 568 0.2840 114.34275358 1.33841220 0.71264619 1.13054707 0.68368613 0.37684902 10.39567332 -12.89527126 21.76277544 0.55425132 0.34083358 0.89508491
 569 0.2845 123.64277403 1.34050370 0.71359468 1.13149866 0.68469946 0.37716622 8.74706205 -12.92126290 20.36492283 0.52643207 0.36855514 0.89498721
 570 0.2850 133.12082955 1.34267130 0.71443076 1.13262743 0.68570068 0.37754248 6.98167146 -12.90492772 18.79167113 0.49808209 0.39680739 0.89488948
 571 0.2855 142.25507772 1.34489964 0.71515455 1.13391969 0.68668473 0.37797323 5.11390707 -12.84748467 17.05912376 0.47076084 0.42403481 0.89479565
 572 0.2860 150.54451656 1.34717248 0.71576657 1.13536038 0.68764635 0.37845346 3.15923709 -12.75037823 15.18479373 0.44596546 0.44874402 0.89470948
 573 0.2865 157.52916849 1.34947280 0.71626766 1.13693318 0.68858015 0.37897773 1.13407124 -12.61528675 13.18744179 0.42507055 0.46956391 0.89463446
 574 0.2870 162.80868994 1.35178299 0.71665899 1.13862071 0.68948066 0.37954024 -0.94437076 -12.44412732 11.08690378 0.40927251 0.48530114 0.89457365
 575 0.2875 166.05870229 1.35408496 0.71694205 1.14040471 0.69034234 0.38013490 -3.05820067 -12.23905610 8.90390819 0.39954075 0.49498880 0.89452956
 576 0.2880 167.04422016 1.35636032 0.71711863 1.14226617 0.69115965 0.38075539 -5.18901216 -12.00246387 6.65988540 0.39657761 0.49792644 0.89450405
 577 0.2885 165.62965721 1.35859054 0.71719078 1.14418557 0.69192711 0.38139519 -7.31803943 -11.73696588 4.37677006 0.40078840 0.49370990 0.89449830
 578 0.2890 161.78501321 1.36075709 0.71716081 1.14614306 0.69263930 0.38204769 -9.42632255 -11.44538608 2.07679827 0.41226294 0.48224976 0.89451270
 579 0.2895 155.58798629 1.36284163 0.71703127 1.14811861 0.69329097 0.38270620 -11.49487845 -11.13073555 -0.21769890 0.43076924 0.46377763 0.89454686
 580 0.2900 147.22190500 1.36482616 0.71680488 1.15009227 0.69387701 0.38336409 -13.50487572 -10.79618521 -2.48450367 0.45575968 0.43883996 0.89459964
 581 0.2905 136.96953148 1.36669319 0.71648457 1.15204431 0.69439259 0.38401477 -15.43781170 -10.44503332 -4.70171979 0.48638952 0.40827962 0.89466914
 582 0.2910 125.20294351 1.36842590 0.71607338 1.15395545 0.69483309 0.38465182 -17.27568993 -10.08066817 -6.84797886 0.52154710 0.37320570 0.89475280
 583 0.2915 112.36985365 1.37000831 0.71557448 1.15580701 0.69519427 0.38526900 -19.00119598 -9.70652677 -8.90264273 0.55989475 0.33495275 0.89484750
 584 0.2920 98.97686230 1.37142541 0.71499113 1.15758111 0.69547218 0.38586037 -20.59786965 -9.32605043 -10.84600019 0.59991880 0.29503084 0.89494964
 585 0.2925 85.57026280 1.37266329 0.71432665 1.15926084 0.69566331 0.38642028 -22.05027155 -8.94263813 -12.65945579 0.63998695 0.25506837 0.89505532
 586 0.2930 72.71511578 1.37370933 0.71358436 1.16083044 0.69576456 0.38694348 -23.34414187 -8.55959880 -14.32570901 0.67841077 0.21674966 0.89516044
 587 0.2935 60.97338223 1.37455227 0.71276759 1.16227540 0.69577329 0.38742513 -24.46654939 -8.18010373 -15.82892192 0.71351105 0.18174983 0.89526088
 588 0.2940 50.88194778 1.37518234 0.71187966 1.16358263 0.69568733 0.38786088 -25.40602879 -7.80714006 -17.15487347 0.74368345 0.15166922 0.89535267
 589 0.2945 42.93138156 1.37559137 0.71092380 1.16474062 0.69550506 0.38824687 -26.15270440 -7.44346669 -18.29109888 0.76746201 0.12797013 0.89543213
 590 0.2950 37.54625146 1.37577286 0.70990319 1.16573946 0.69522535 0.38857982 -26.69839879 -7.09157352 -19.22701239 0.78357791 0.11191810 0.89549601
 591 0.2955 35.06776364 1.37572206 0.70882087 1.16657103 0.69484764 0.38885701 -27.03672458 -6.75364512 -19.95401224 0.79101140 0.10453021 0.89554161
 592 0.2960 35.73941010 1.37543604 0.70767979 1.16722899 0.69437194 0.38907633 -27.16315834 -6.43152969 -20.46556652 0.78903466 0.10653225 0.89556692
 593 0.2965 39.69619646 1.37491368 0.70648276 1.16770889 0.69379881 0.38923630 -27.07509543 -6.12671394 -20.75727887 0.77724400 0.11832667 0.89557066
 594 0.2970 46.95788745 1.37415577 0.70523242 1.16800819 0.69312940 0.38933606 -26.77188502 -5.84030467 -20.82693340 0.75558003 0.13997236 0.89555239
 595 0.2975 57.42655471 1.37316492 0.70393127 1.16812629 0.69236540 0.38937543 -26.25484480 -5.57301723 -20.67451805 0.72433503 0.17117743 0.89551246
 596 0.2980 70.88854715 1.37194566 0.70258163 1.16806452 0.69150910 0.38935484 -25.52725512 -5.32517126 -20.30222623 0.68414704 0.21130502 0.89545206
 597 0.2985 87.02083344 1.37050429 0.70118566 1.16782611 0.69056332 0.38927537 -24.59433259 -5.09669363 -19.71443656 0.63598091 0.25939224 0.89537315
 598 0.2990 105.40149768 1.36884895 0.69974535 1.16741617 0.68953143 0.38913872 -23.46318346 -4.88712839 -18.91767083 0.58109697 0.31418143 0.89527840
 599 0.2995 125.52400799 1.36698946 0.69826252 1.16684165 0.68841733 0.38894722 -22.14273741 -4.69565350 -17.92053065 0.52100836 0.37416273 0.89517109
 600 0.3000 146.81473149 1.36493733 0.69673884 1.16611121 0.68722539 0.38870374 -20.64366264 -4.52110369 -16.73361336 0.45742874 0.43762625 0.89505499
 601 0.3005 168.65304266 1.36270559 0.69517582 1.16523518 0.68596047 0.38841173 -18.97826315 -4.36199877 -15.36940803 0.39221217 0.50272203 0.89493420
 602 0.3010 190.39327136 1.36030874 0.69357484 1.16422544 0.68462786 0.38807515 -17.16035995 -4.21657672 -13.84217269 0.32728758 0.56752543 0.89481302
 603 0.3015 211.38766491 1.35776258 0.69193719 1.16309526 0.68323325 0.38769842 -15.20515720 -4.08283041 -12.16779392 0.26459012 0.63010565 0.89469577
 604 0.3020 231.00949906 1.35508413 0.69026401 1.16185921 0.68178271 0.38728640 -13.12909545 -3.95854714 -10.36363037 0.20599211 0.68859454 0.89458665
 605 0.3025 248.67546683 1.35229145 0.68855639 1.16053301 0.68028261 0.38684434 -10.94969349 -3.84134990 -8.44834186 0.15323619 0.74125336 0.89448955
 606 0.3030 263.86650149 1.34940351 0.68681535 1.15913329 0.67873962 0.38637776 -8.68538082 -3.72873925 -6.44170555 0.10787305 0.78653489 0.89440794
 607 0.3035 276.14625013 1.34644000 0.68504186 1.15767753 0.67716062 0.38589251 -6.35532283 -3.61813479 -4.36442140 0.07120625 0.82313844 0.89434469
 608 0.3040 285.17650441 1.34342120 0.68323690 1.15618380 0.67555270 0.38539460 -3.97924050 -3.50691542 -2.23790866 0.04424615 0.85005588 0.89430203
 609 0.3045 290.72901099 1.34036778 0.68140143 1.15467060 0.67392307 0.38489020 -1.57722680 -3.39245727 -0.08409541 0.02767458 0.86660682 0.89428140
 610 0.3050 292.69322230 1.33730063 0.67953644 1.15315667 0.67227902 0.38438556 0.83043829 -3.27216877 2.07479657 0.02182169 0.87246176 0.89428344
 611 0.3055 291.07970231 1.33424071 0.67764298 1.15166079 0.67062790 0.38388693 3.22347236 -3.14352211 4.21646976 0.02665579 0.86765217 0.89430796
 612 0.3060 286.01906622 1.33120884 0.67572217 1.15020159 0.66897700 0.38340053 5.58177281 -3.00408076 6.31876936 0.04178653 0.85256739 0.89435392
 613 0.3065 277.75650113 1.32822552 0.67377523 1.14879737 0.66733358 0.38293246 7.88559518 -2.85152285 8.35990038 0.06648123 0.82793829 0.89441952
 614 0.3070 266.64208060 1.32531082 0.67180348 1.14746588 0.66570477 0.38248863 10.11572607 -2.68366015 10.31864113 0.09969386 0.79480835 0.89450222
 615 0.3075 253.11724291 1.32248413 0.66980838 1.14622417 0.66409750 0.38207472 12.25364924 -2.49845308 12.17455139 0.14010543 0.75449343 0.89459887
 616 0.3080 237.69794583 1.31976404 0.66779154 1.14508838 0.66251853 0.38169613 14.28170368 -2.29402188 13.90817306 0.18617432 0.70853150 0.89470582
 617 0.3085 220.95513333 1.31716822 0.66575474 1.14407360 0.66097432 0.38135787 16.18323272 -2.06865441 15.50122181 0.23619462 0.65862442 0.89481904
 618 0.3090 203.49324939 1.31471319 0.66369994 1.14319368 0.65947104 0.38106456 17.94272315 -1.82081139 16.93676780 0.28836037 0.60657393 0.89493430
 619 0.3095 185.92760543 1.31241427 0.66162930 1.14246112 0.65801452 0.38082037 19.54593375 -1.54912956 18.19940392 0.34083316 0.55421415 0.89504731
 620 0.3100 168.86144993 1.31028541 0.65954519 1.14188691 0.65661020 0.38062897 20.98001249 -1.25242376 19.27540017 0.39181062 0.50334325 0.89515387
 621 0.3105 152.86359960 1.30833908 0.65745017 1.14148039 0.65526309 0.38049346 22.23360206 -0.92968857 20.15284267 0.43959331 0.45565676 0.89525007
 622 0.3110 138.44747025 1.30658619 0.65534707 1.14124921 0.65397776 0.38041640 23.29693308 -0.58010045 20.82175612 0.48264731 0.41268507 0.89533238
 623 0.3115 126.05229444 1.30503600 0.65323892 1.14119919 0.65275831 0.38039973 24.16190485 -0.20302098 21.27420860 0.51966036 0.37573745 0.89539782
 624 0.3120 116.02723200 1.30369602 0.65112901 1.14133426 0.65160834 0.38044475 24.82215319 0.20199805 21.50439763 0.54958938 0.34585469 0.89544407
 625 0.3125 108.61897342 1.30257200 0.64902085 1.14165643 0.65053095 0.38055214 25.27310506 0.63520739 21.50871671 0.57169744 0.32377210 0.89546954
 626 0.3130 103.96330691 1.30166787 0.64691822 1.14216573 0.64952870 0.38072191 25.51201976 1.09665053 21.28580147 0.58557899 0.30989446 0.89547345
 627 0.3135 102.08097344 1.30098570 0.64482513 1.14286022 0.64860361 0.38095341 25.53801625 1.58615120 20.83655497 0.59117227 0.30428359 0.89545586
 628 0.3140 102.87797426 1.30052572 0.64274584 1.14373600 0.64775719 0.38124533 25.35208641 2.10329853 20.16415156 0.58875835 0.30665930 0.89541764
 629 0.3145 106.15032883 1.30028631 0.64068485 1.14478722 0.64699039 0.38159574 24.95709379 2.64742996 19.27401905 0.57894694 0.31641355 0.89536049
 630 0.3150 111.59311295 1.30026404 0.63864690 1.14600613 0.64630365 0.38200204 24.35775757 3.21761265 18.17379904 0.56264939 0.33263744 0.89528682
 631 0.3155 118.81344386 1.30045369 0.63663693 1.14738315 0.64569688 0.38246105 23.56062146 3.81262406 16.87328547 0.54103988 0.35415984 0.89519972
 632 0.3160 127.34692614 1.30084833 0.63466014 1.14890698 0.64516949 0.38296899 22.57400717 4.43093267 15.38434157 0.51550629 0.37959650 0.89510279
 633 0.3165 136.67693691 1.30143937 0.63272190 1.15056466 0.64472042 0.38352155 21.40795225 5.07067987 13.72079565 0.48759258 0.40740745 0.89500003
 634 0.3170 146.25601442 1.30221666 0.63082778 1.15234171 0.64434815 0.38411390 20.07413220 5.72966418 11.89831640 0.45893487 0.43596083 0.89489569
 635 0.3175 155.52852653 1.30316861 0.62898351 1.15422228 0.64405071 0.38474076 18.58576689 6.40532895 9.93426854 0.43119371 0.46360039 0.89479410
 636 0.3180 163.95373873 1.30428226 0.62719496 1.15618929 0.64382574 0.38539643 16.95751133 7.09475471 7.84754992 0.40598517 0.48871431 0.89469948
 637 0.3185 171.02837700 1.30554345 0.62546815 1.15822457 0.64367053 0.38607486 15.20533122 7.79465724 5.65841143 0.38481337 0.50980244 0.89461581
 638 0.3190 176.30779156 1.30693692 0.62380914 1.16030908 0.64358202 0.38676969 13.34636371 8.50139227 3.38826111 0.36900728 0.52553935 0.89454663
 639 0.3195 179.42487347 1.30844652 0.62222411 1.16242307 0.64355688 0.38747436 11.39876432 9.21096771 1.05945455 0.35966417 0.53483077 0.89449494
 640 0.3200 180.10595564 1.31005529 0.62071921 1.16454628 0.64359150 0.38818209 9.38154083 9.91906386 -1.30492675 0.35760209 0.53686094 0.89446303
 641 0.3205 178.18304137 1.31174568 0.61930061 1.16665814 0.64368210 0.38888605 7.31437548 10.62106195 -3.68130673 0.36332332 0.53112911 0.89445242
 642 0.3210 173.60184268 1.31349971 0.61797442 1.16873796 0.64382471 0.38957932 5.21743700 11.31208116 -6.04585335 0.37699034 0.51747344 0.89446378
 643 0.3215 166.42527269 1.31529914 0.61674665 1.17076519 0.64401526 0.39025506 3.11118420 11.98702384 -8.37472218 0.39841541 0.49608148 0.89449688
 644 0.3220 156.83221507 1.31712563 0.61562317 1.17271955 0.64424960 0.39090652 1.01616303 12.64062839 -10.64430209 0.42706420 0.46748643 0.89455063
 645 0.3225 145.11158189 1.31896096 0.61460967 1.17458130 0.64452354 0.39152710 -1.04720071 13.26752919 -12.83146050 0.46207356 0.43254950 0.89462306
 646 0.3230 131.65186160 1.32078718 0.61371160 1.17633142 0.64483293 0.39211047 -3.05881065 13.86232243 -14.91378535 0.50228277 0.39242868 0.89471145
 647 0.3235 116.92654382 1.32258679 0.61293413 1.17795178 0.64517364 0.39265059 -4.99910870 14.41963665 -16.86982104 0.54627705 0.34853536 0.89481241
 648 0.3240 101.47597836 1.32434291 0.61228213 1.17942536 0.64554168 0.39314179 -6.84928092 14.93420664 -18.67929566 0.59244179 0.30248022 0.89492201
 649 0.3245 85.88637636 1.32603943 0.61176005 1.18073643 0.64593316 0.39357881 -8.59145784 15.40094901 -20.32333671 0.63902528 0.25601064 0.89503592
 650 0.3250 70.76678371 1.32766121 0.61137197 1.18187068 0.64634439 0.39395689 -10.20890656 15.81503791 -21.78467293 0.68420757 0.21094206 0.89514963
 651 0.3255 56.72494619 1.32919416 0.61112149 1.18281540 0.64677188 0.39427180 -11.68621214 16.17197902 -23.04781968 0.72617252 0.16908607 0.89525858
 652 0.3260 44.34303764 1.33062544 0.61101171 1.18355959 0.64721238 0.39451986 -13.00944583 16.46768030 -24.09924575 0.76318039 0.13217800 0.89535839
 653 0.3265 34.15423404 1.33194353 0.61104520 1.18409411 0.64766291 0.39469804 -14.16631777 16.69851761 -24.92751953 0.79363784 0.10180715 0.89544499
 654 0.3270 26.62108720 1.33313837 0.61122397 1.18441175 0.64812078 0.39480392 -15.14631198 16.86139390 -25.52343283 0.81616253 0.07935230 0.89551483
 655 0.3275 22.11658206 1.33420144 0.61154945 1.18450732 0.64858363 0.39483577 -15.94080186 16.95379030 -25.88010083 0.82963976 0.06592524 0.89556501
 656 0.3280 20.90865506 1.33512581 0.61202243 1.18437773 0.64904941 0.39479258 -16.54314439 16.97380809 -25.99303701 0.83326874 0.06232465 0.89559339
 657 0.3285 23.14881049 1.33590625 0.61264309 1.18402200 0.64951645 0.39467400 -16.94875167 16.92020044 -25.86020216 0.82659659 0.06900212 0.89559870
 658 0.3290 28.86530492 1.33653923 0.61341096 1.18344126 0.64998340 0.39448042 -17.15513879 16.79239318 -25.48202688 0.80953870 0.08604188 0.89558057
 659 0.3295 37.96118232 1.33702296 0.61432493 1.18263883 0.65044930 0.39421294 -17.16194726 16.59049420 -24.86140746 0.78238464 0.11315493 0.89553956
 660 0.3300 50.21724272 1.33735737 0.61538324 1.18162009 0.65091354 0.39387336 -16.97094364 16.31529112 -24.00367512 0.74578927 0.14968787 0.89547714
 661 0.3305 65.29982483 1.33754412 0.61658351 1.18039252 0.65137588 0.39346417 -16.58599325 15.96823751 -22.91653919 0.70074948 0.19464612 0.89539560
 662 0.3310 82.77308510 1.33758657 0.61792270 1.17896556 0.65183642 0.39298852 -16.01300940 15.55142793 -21.61000487 0.64856748 0.24673052 0.89529800
 663 0.3315 102.11527181 1.33748971 0.61939719 1.17735058 0.65229563 0.39245019 -15.25987887 15.06756243 -20.09626685 0.59080220 0.30438583 0.89518803
 664 0.3320 122.73833081 1.33726007 0.62100278 1.17556076 0.65275428 0.39185359 -14.33636440 14.51990151 -18.38957991 0.52921066 0.36585917 0.89506983
 665 0.3325 144.01004586 1.33690571 0.62273469 1.17361095 0.65321347 0.39120365 -13.25398594 13.91221259 -16.50610839 0.46568185 0.42926603 0.89494788
 666 0.3330 165.27781685 1.33643603 0.62458765 1.17151753 0.65367456 0.39050584 -12.02588200 13.24870932 -14.46375637 0.40216561 0.49266113 0.89482674
 667 0.3335 185.89311800 1.33586172 0.62655588 1.16929826 0.65413920 0.38976609 -10.66665315 12.53398529 -12.28198056 0.34059961 0.55411135 0.89471096
 668 0.3340 205.23565706 1.33519461 0.62863315 1.16697214 0.65460925 0.38899071 -9.19218996 11.77294363 -9.98158837 0.28283711 0.61176771 0.89460482
 669 0.3345 222.73627614 1.33444752 0.63081286 1.16455918 0.65508679 0.38818639 -7.61948755 10.97072428 -7.58452349 0.23057854 0.66393366 0.89451220
 670 0.3350 237.89769468 1.33363414 0.63308801 1.16208022 0.65557405 0.38736007 -5.96644953 10.13263044 -5.11364155 0.18530952 0.70912691 0.89443643
 671 0.3355 250.31229021 1.33276885 0.63545132 1.15955678 0.65607339 0.38651893 -4.25168377 9.26405605 -2.59247856 0.14824774 0.74613241 0.89438016
 672 0.3360 259.67624103 1.33186657 0.63789524 1.15701078 0.65658727 0.38567026 -2.49429295 8.37041568 -0.04501454 0.12030069 0.77404454 0.89434523
 673 0.3365 265.79950791 1.33094259 0.64041197 1.15446439 0.65711819 0.38482146 -0.71366251 7.45707839 2.50456471 0.10203585 0.79229681 0.89433266
 674 0.3370 268.61130542 1.33001240 0.64299359 1.15193979 0.65766866 0.38397993 1.07075124 6.52930677 5.03210548 0.09366436 0.80067823 0.89434259
 675 0.3375 268.16089763 1.32909152 0.64563202 1.14945897 0.65824118 0.38315299 2.83963010 5.59220233 7.51372094 0.09503862 0.79933565 0.89437427
 676 0.3380 264.61374107 1.32819535 0.64831909 1.14704352 0.65883815 0.38234784 4.57399767 4.65065795 9.92602061 0.10566388 0.78876227 0.89442615
 677 0.3385 258.24318223 1.32733898 0.65104663 1.14471444 0.65946187 0.38157148 6.25541520 3.70931819 12.24633232 0.12472301 0.76977287 0.89449587
 678 0.3390 249.41808947 1.32653703 0.65380645 1.14249190 0.66011449 0.38083063 7.86616756 2.77254766 14.45291459 0.15111349 0.74346698 0.89458047
 679 0.3395 238.58695347 1.32580351 0.65659038 1.14039510 0.66079797 0.38013170 9.38943727 1.84440755 16.52515761 0.18349494 0.71118146 0.89467639
